weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed
X,X,X,74,84,23,90,S1,32,X,X,X,18,5.8
76,86,43,95,S1,44,64,84,35,92,S1,32,19,3.3
66,86,41,102,SO2,28,64,84,33,102,SO2,34,337,3.1
98,S1,44,81,X,44,82,X,41,78,88,41,23,2.5
70,80,35,72,82,39,90,S1,40,103,S1,41,338,0.7
83,X,48,113,SO2,27,95,S1,43,69,79,43,340,2.7
81,X,46,48,88,44,83,S1,33,62,82,47,344,1.5
85,X,47,70,80,41,73,83,39,65,85,45,342,1.1
68,78,44,84,X,47,71,81,45,77,87,46,349,2.2
83,X,44,105,S1,48,81,X,46,69,79,46,322,3.3
109,SO2,31,51,81,44,110,SO2,31,X,X,X,299,0.2
80,X,46,95,S1,46,92,S1,34,84,X,47,60,0.1
55,85,47,75,X,43,88,S1,26,76,X,43,294,0.4
99,SO2,31,96,S1,41,87,S1,41,97,SO2,30,357,3.1
86,S1,37,74,X,41,69,X,39,90,S1,39,348,2.6
93,S1,35,99,SO2,27,60,70,35,102,SO2,35,310,0.1
48,78,37,79,S1,36,85,S1,35,106,SO2,34,308,2.9
78,S1,33,57,67,18,77,S1,33,95,S1,41,11,4.2
90,S1,35,64,74,34,72,X,35,89,S1,29,23,6.3
82,X,38,66,76,35,72,X,35,95,S1,36,348,5.1
86,X,41,74,X,38,94,S1,37,64,74,29,327,5.6
104,SO2,38,70,80,39,91,S1,37,61,81,37,20,4
X,X,X,74,84,38,91,S1,38,85,X,48,326,3.9
89,S1,42,104,SO2,41,71,81,43,95,S1,43,13,3
76,S1,31,79,S1,38,84,S1,33,X,X,X,5,2
96,S1,42,64,74,35,107,SO2,35,91,S1,44,312,1.7
55,85,43,110,SO2,37,85,S1,38,86,S1,31,323,2.4
86,S1,35,54,84,35,52,82,47,60,80,35,312,1.2
100,SO2,34,71,81,42,49,89,45,58,88,45,338,2.4
82,S1,36,89,S1,36,86,S1,36,97,S1,40,346,4.1
80,S1,28,55,85,44,58,78,34,96,S1,37,333,3.3
102,SO2,28,47,87,37,87,S1,34,50,80,40,337,5.6
89,S1,31,85,S1,36,93,S1,39,76,86,45,352,4.5
87,S1,37,58,88,37,86,S1,32,X,X,X,347,4.2
89,S1,29,58,88,40,73,83,44,98,S1,40,321,5
87,S1,32,60,80,36,80,X,46,72,82,43,322,3.8
103,SO2,31,66,86,43,90,S1,40,61,81,40,341,1.5
68,35,,86,S1,40,101,S1,43,X,X,X,311,3.3
X,X,X,83,X,48,72,82,38,X,X,X,333,3.3
85,S1,32,74,84,37,75,85,38,78,X,38,326,2.4
55,85,39,53,83,36,46,86,35,90,S1,36,348,2.2
67,87,41,104,SO2,34,70,80,35,80,X,40,314,2.1
42,82,40,78,X,39,63,83,39,75,85,40,354,0.9
87,S1,33,78,X,40,61,81,37,73,83,41,342,4.2
X,X,X,67,87,36,100,SO2,33,89,S1,33,336,3.3
73,83,42,34,84,40,58,78,34,72,82,37,8,3.6
72,82,34,64,84,37,95,S1,35,75,85,36,346,5.7
89,S1,31,79,X,46,106,SO2,30,X,X,X,338,2.6
87,S1,30,98,S1,43,60,80,42,82,X,46,304,5.2
103,SO2,22,80,X,45,90,S1,36,91,S1,36,241,8.4
73,X,43,102,SO2,38,69,X,34,75,X,47,273,10.4
85,S1,40,57,67,37,118,SO2,49,91,S1,41,259,6.8
58,68,33,75,S1,56,66,X,32,75,S1,31,281,8.5
69,X,31,70,X,39,81,S1,30,X,X,X,236,8.5
X,X,X,X,X,X,79,S1,30,112,SN2,30,269,9.3
83,S1,33,107,SO2,33,93,S1,35,108,SO2,33,274,9.6
69,X,46,72,X,41,75,X,42,X,X,X,276,8.2
53,73,32,66,X,35,66,X,43,X,X,X,235,8
104,SO2,42,91,SO2,28,81,S1,43,82,S1,44,279,6.3
75,X,44,95,S1,44,X,X,X,X,X,X,274,6.7
103,SO2,39,120,SN2,42,67,X,43,X,X,X,250,4.4
85,S1,39,78,S1,34,76,S1,35,98,SO2,35,245,4.7
88,S1,38,82,S1,39,81,S1,41,83,S1,42,245,5.3
109,SO2,43,91,S1,49,84,S1,44,91,S1,46,229,5.5
96,SO2,36,79,S1,37,X,X,X,X,X,X,260,4.5
91,S1,40,51,71,39,80,S1,35,X,X,X,259,4.2
92,S1,38,90,S1,37,91,S1,41,90,S1,36,235,5.7
90,S1,38,87,S1,32,110,SO2,31,61,71,31,251,10
96,S1,37,76,X,36,74,X,35,83,S1,30,283,5.5
84,S1,39,59,79,42,90,S1,41,95,S1,40,240,10.4
60,70,31,52,72,33,60,70,34,96,S1,41,246,7.1
X,X,X,60,80,46,80,X,48,X,X,X,181,8.8
TW50,X,27,TW50,X,19,TW50,X,26,TW50,X,26,231,9.4
73,X,38,38,78,40,69,X,39,X,X,X,264,9.6
71,X,38,80,S1,32,99,SO2,27,63,X,30,264,9.6
72,X,45,88,S1,48,94,S1,46,84,S1,40,246,11.5
67,X,39,81,S1,38,68,X,40,76,X,48,249,10.1
103,SO2,33,85,S1,30,64,X,35,78,X,44,255,12.5
73,X,40,106,SO2,34,69,X,32,85,S1,35,225,12.6
82,S1,38,72,X,48,74,X,44,101,SO2,36,233,10.7
90,S1,41,92,S1,37,82,S1,32,90,S1,35,228,10.6
85,S1,40,53,73,37,81,S1,41,90,S1,43,233,13.2
69,X,37,76,X,44,87,S1,39,X,X,X,218,12.4
75,X,48,94,S1,35,89,S1,38,78,X,46,216,12.2
72,X,40,60,70,30,65,75,38,81,S1,31,235,8.6
58,68,33,112,SO2,40,71,X,37,88,S1,36,265,10.9
71,X,37,79,X,44,113,SO2,41,73,X,38,252,8.1
79,X,48,93,S1,42,102,SO2,37,69,X,38,288,6.6
98,S1,38,69,X,32,80,S1,28,73,X,30,273,14.3
87,S1,42,56,76,37,70,X,32,69,X,41,250,13.6
95,S1,38,69,X,35,113,SO2,34,109,SO2,33,245,11.8
71,X,42,119,SO2,36,92,S1,46,115,SO2,32,258,9.4
92,S1,37,80,S1,30,61,X,27,45,65,33,255,9
64,X,31,62,X,32,100,SO2,38,91,S1,48,291,7.4
X,X,X,105,SO2,32,70,X,35,92,S1,41,231,13.5
85,S1,40,72,X,37,80,S1,32,69,X,36,252,9.3
66,X,38,88,S1,41,67,X,42,84,S1,37,238,12.7
79,X,44,63,X,29,60,X,38,61,X,31,286,11.9
71,X,40,70,X,41,82,S1,42,80,S1,40,243,12.2
94,S1,40,74,X,46,76,X,38,91,S1,42,240,13.2
84,S1,34,69,X,41,90,S1,39,X,X,X,235,9.6
87,S1,34,80,S1,32,115,SO2,37,99,S1,40,242,13.6
99,SO2,37,68,X,32,57,67,32,54,64,30,254,9.1
88,S1,43,68,X,34,76,X,36,X,X,X,203,13.5
63,X,34,80,S1,32,50,70,37,103,SO2,35,226,14.4
86,S1,30,55,65,31,90,S1,41,90,S1,40,224,12.2
86,S1,29,61,X,38,76,X,35,91,S1,39,219,12.8
98,S1,38,80,S1,32,64,X,30,86,S1,29,271,10.6
99,S1,37,82,S1,31,69,X,30,101,S1,43,279,9.9
X,X,X,75,X,47,77,X,48,97,S1,41,242,14.9
93,S1,37,81,S1,40,75,X,47,55,65,27,256,11
62,X,31,61,X,29,68,X,39,87,S1,35,264,10.2
67,X,36,96,S1,35,79,X,33,73,X,38,260,9.6
99,S1,42,90,S1,41,73,X,38,101,S1,40,277,9.4
66,X,33,77,X,39,98,S1,41,X,X,X,266,12.7
51,71,39,53,73,42,76,X,40,82,S1,36,243,7.7
81,S1,29,82,S1,36,82,S1,37,X,X,X,263,12.3
112,SO2,34,66,X,34,90,S1,39,92,S1,43,278,9.2
43,73,41,40,70,35,68,X,37,95,S1,47,281,11.1
79,S1,37,82,S1,38,86,S1,44,85,S1,42,211,10.3
100,S1,46,71,X,33,82,S1,37,81,S1,39,318,8.3
52,72,32,63,X,28,73,X,32,77,X,35,261,8.3
100,S1,51,84,X,47,95,S1,56,98,S1,45,306,9.4
85,S1,34,84,S1,37,50,70,28,95,S1,35,276,10.4
76,X,41,49,79,38,48,78,37,69,X,32,238,10.7
77,X,43,65,X,33,72,X,40,91,S1,41,281,9.2
78,X,41,53,73,42,87,S1,40,61,71,43,240,9.6
101,SO2,37,71,X,43,63,X,36,96,S1,49,231,11
78,X,44,76,X,44,84,S1,48,63,X,37,212,10
90,SO2,36,81,S1,39,98,SO2,34,93,SO2,36,228,9.7
70,X,43,102,SO2,40,98,SO2,37,X,X,X,226,11.1
96,SO2,30,68,X,45,107,SO2,38,X,X,X,260,10.9
58,X,36,72,X,40,74,X,46,104,SO2,40,234,13.6
68,X,46,70,X,39,64,X,37,87,S1,39,223,12.8
95,SO2,37,73,X,48,90,SO2,33,83,S1,37,211,10.4
88,S1,47,79,S1,36,81,S1,41,119,S3,32,244,10.6
73,S1,28,77,S1,34,113,SN2,35,84,S1,41,233,14.5
78,S1,39,66,X,30,50,60,30,81,S1,38,268,8.8
87,S1,44,81,S1,43,87,S1,48,95,SO2,37,218,11.7
69,X,44,79,S1,38,74,S1,33,73,S1,33,223,13
102,SO2,36,96,SO2,30,117,SN2,28,57,X,34,255,14.3
91,SO2,37,85,S1,43,106,SO2,43,79,S1,43,212,11.5
103,SO2,33,98,SO2,34,58,X,26,54,X,30,240,12.4
77,S1,35,72,X,40,92,S1,43,86,S1,43,274,10.2
68,X,41,61,71,30,74,X,41,94,S1,44,231,10.7
84,S1,42,93,S1,44,65,X,36,89,S1,35,223,12.7
81,S1,42,63,X,40,66,X,44,97,SO2,34,203,10.7
101,SO2,35,74,S1,41,64,X,41,63,X,44,208,14.8
44,64,27,62,X,27,58,X,34,108,SO2,30,279,9.1
108,SO2,31,32,72,36,66,X,42,66,X,29,247,13.7
90,S1,41,66,X,41,101,S1,45,70,X,45,222,12.3
108,SO2,43,64,X,40,92,S1,45,83,S1,41,236,9.2
X,X,X,113,SN2,39,72,X,42,100,S1,44,255,13
63,X,35,49,69,39,73,X,42,50,70,42,226,11.8
78,S1,41,70,X,50,82,S1,39,X,X,X,255,12.5
76,S1,33,59,X,33,72,S1,28,98,S1,42,255,11.3
75,S1,36,103,SO2,33,71,S1,30,90,S1,46,227,15.8
70,S1,36,66,X,41,70,S1,31,85,S1,45,255,12.2
80,S1,25,84,S1,25,105,SO2,34,93,SO2,20,221,12.8
96,SO2,46,83,S1,46,100,SO2,39,64,X,39,221,13.3
112,SN2,41,71,X,49,86,S1,44,X,X,X,233,12.4
95,SO2,29,78,S1,37,96,SO2,32,X,X,X,226,10.9
53,63,27,95,SO2,35,88,S1,43,95,SO2,37,256,16.9
91,SO2,36,73,S1,40,98,SO2,38,70,S1,34,238,14.4
69,X,52,56,66,43,87,S1,50,76,S1,43,243,12.2
74,S1,36,76,S1,35,69,S1,34,83,S1,37,252,10.5
55,X,44,58,X,47,69,S1,51,X,X,X,231,12.8
71,SO2,35,70,SO2,35,91,SN2,38,X,X,X,217,12.9
85,SO2,38,78,SO2,38,70,SO2,34,92,SN2,32,163,9
89,SO2,46,41,61,48,96,SN2,40,111,S3 S1,51,183,8.9
X,X,X,77,SO2,36,93,SN2,42,90,SN2,42,143,10.1
92,SN2,45,63,S1,39,53,X,50,81,SO2,45,135,11.1
X,X,X,75,SO2,42,65,S1,50,90,SN2,46,165,11.2
X,X,X,X,X,X,77,SO2,41,78,SO2,36,203,13.6
X,X,X,98,S3,31,73,SO2,31,63,S1,36,184,10.6
55,X,50,71,SO2,39,54,X,45,80,SO2,45,229,11.8
X,X,X,79,SO2,36,81,SO2,48,74,SO2,41,153,10.2
X,X,X,63,S1,45,68,SO2,34,98,S3,37,172,12.4
X,X,X,87,SN2,42,79,SO2,44,X,X,X,160,8.5
110,S3 SO2,42,72,SO2,38,57,S1,42,56,S1,35,205,11.7
X,X,X,X,X,X,82,SN2,33,69,SO2,33,160,7
TW50,10,39,TW50,10,46,TW50,10,35,TW50,10,35,247,5.1
65,X,45,66,X,43,106,SO2 S3,27,79,SO2,30,243,6.7
112,SN2 S3,40,115,SN2 S3,30,77,S1,35,90,SN2,29,241,7.3
73,S1,40,106,SO2 S3,32,94,SN2,35,95,SN2,37,226,7.3
91,SN2,37,88,SO2,35,68,X,40,62,X,31,262,5.7
72,S1,27,87,SO2,25,94,SN2,20,X,X,X,275,4.8
103,SN2,35,88,SO2,19,106,S3,21,70,X,41,256,5.56
59,69,30,100,SN2,27,41,71,18,72,X,25,221,6.7
80,S1,35,104,SN2,31,93,SO2,30,110,S3,27,327,6.1
72,X,36,71,X,35,82,S1,33,73,X,30,237,4.6
69,79,34,76,X,35,81,X,37,44,74,18,290,4.7
X,X,X,101,SN2,24,79,X,38,78,X,38,273,4.6
77,X,39,80,X,43,92,S1,36,98,SO2,30,263,3.1
67,77,36,81,X,48,59,79,43,92,S1,40,270,3.2
82,X,46,57,77,40,59,79,41,75,X,42,278,6.1
X,X,X,94,S1,41,74,X,39,86,S1,39,290,5.6
75,X,34,89,S1,37,77,X,38,56,76,41,255,7.8
89,S1,43,64,74,36,90,S1,41,X,X,X,255,7.9
81,X,42,85,S1,35,67,77,38,69,79,40,260,7.7
75,X,45,59,79,42,64,74,40,X,X,X,224,6.8
100,SO2,43,92,S1,46,X,X,X,X,X,X,279,8.6
69,79,39,69,79,38,79,X,36,71,81,43,265,5.9
94,S1,51,76,X,43,58,78,40,96,S1,54,283,8.2
88,S1,41,100,SO2,45,56,76,38,72,X,36,236,6.7
X,X,X,X,X,X,101,SO2,35,X,X,X,280,7.3
83,S1,40,90,S1,42,108,SO2,38,91,S1,45,295,4.8
76,X,47,85,S1,34,75,X,43,111,SO2,41,255,8.5
111,SO2,42,83,S1,38,72,X,45,78,X,45,229,7.9
94,S1,40,88,S1,34,85,S1,38,X,X,X,255,10.3
X,X,X,81,X,53,94,S1,45,X,X,X,262,7.6
66,76,40,80,X,41,78,X,45,107,SO2,27,278,7.5
65,75,39,106,SO2,41,55,75,37,76,X,42,240,6.1
63,73,31,95,S1,37,95,S1,36,57,77,32,264,8.4
110,SO2,35,76,X,31,70,X,30,65,75,30,270,5.3
55,75,37,72,X,32,X,X,X,X,X,X,260,10.1
X,X,X,82,S1,35,78,X,32,62,72,27,264,8.4
110,SO2,35,102,SO2,32,83,X,40,71,81,37,301,8.1
106,SO2,34,67,77,36,68,78,40,80,X,41,253,7.8
70,80,42,80,X,50,94,S1,48,77,X,40,251,4.2
94,S1,41,94,S1,42,82,X,40,X,X,X,257,6.2
X,X,X,81,X,36,80,X,35,X,X,X,261,7.5
75,X,36,55,75,36,80,X,41,90,S1,38,236,7.6
69,79,37,85,X,50,83,X,40,81,X,39,256,6.1
73,83,37,60,80,37,107,SO2,30,118,SN2,24,260,10.4
69,79,36,48,78,36,54,84,34,X,X,X,278,8.3
70,80,30,97,SO2,35,64,84,30,85,S1,28,231,8.2
65,85,36,91,S1,38,119,SO2,36,89,S1,38,259,8.9
84,X,36,64,84,35,96,S1,44,X,X,X,266,4.9
69,79,31,63,83,38,53,83,35,60,80,38,273,8.8
74,84,32,49,79,34,83,X,42,X,X,X,241,8
91,S1,34,63,83,39,X,X,X,X,X,X,259,9.5
92,S1,40,68,78,32,73,83,40,75,85,40,255,9.1
88,S1,38,77,X,44,54,84,32,114,SO2,37,221,8.1
79,X,32,64,84,39,57,87,39,90,S1,39,259,8.1
59,79,40,67,77,40,95,S1,40,78,X,40,259,8.9
75,X,44,98,S1,44,92,S1,44,97,S1,44,293,5.4
82,S1,33,66,X,38,101,SO2,28,90,S1,33,248,8.4
X,X,X,64,74,39,63,73,40,96,S1,40,277,10.1
105,SO2,39,56,76,39,79,X,39,X,X,X,278,4.5
74,84,44,60,80,40,72,82,40,83,X,46,249,7.8
87,S1,37,60,80,37,112,SN2,36,110,SN2,36,254,4.9
88,S1,35,56,76,45,64,84,35,85,S1,35,248,6.7
62,82,45,53,83,41,66,76,41,68,78,41,214,8.1
92,S1,41,65,85,44,86,X,45,X,X,X,219,6.1
68,78,43,36,76,40,89,S1,42,X,X,X,297,7.3
61,81,38,68,78,38,104,SO2,38,64,84,38,297,8.6
X,X,X,105,SO2,36,88,S1,37,89,S1,38,268,4.6
57,77,37,56,76,40,91,S1,37,63,83,37,237,5.9
60,80,40,78,X,40,55,85,36,88,S1,36,242,6.8
95,S1,41,79,X,40,X,X,X,49,79,35,295,6.6
46,76,39,95,S1,44,X,X,X,X,X,X,289,6.6
80,X,45,79,X,41,X,X,X,X,X,X,236,2.8
69,79,38,66,76,38,72,X,38,79,X,38,313,3.9
74,X,40,67,77,40,104,SO2,40,104,SO2,37,233,5.4
89,S1,42,65,75,41,116,S3,42,115,S3,30,267,7.1
64,74,42,80,X,46,71,X,42,88,S1,42,292,5.6
64,74,45,68,78,40,57,77,40,75,X,41,308,4.4
109,SN2,40,74,X,40,120,S1 S3,35,X,X,X,275,6.5
68,X,40,74,X,40,73,X,40,72,X,40,259,5.8
X,X,X,68,X,41,83,S1,36,82,S1,34,255,6.1
X,X,X,77,S1,31,58,68,37,X,X,X,257,5.7
75,S1,44,111,SN2,36,50,70,36,88,S1,36,247,5.4
66,X,39,76,S1,44,90,S1,44,X,X,X,256,3.3
75,S1,37,89,S1,42,106,SO2,37,85,S1,37,249,6.8
70,X,42,93,S1,42,X,X,X,94,S1,42,283,6.5
63,73,41,66,X,41,69,X,41,79,S1,40,268,5.3
91,S1,32,77,S1,32,71,X,32,X,X,X,288,6.3
72,X,42,72,X,42,92,S1,42,68,X,42,243,4.7
91,S1,40,53,73,40,74,X,40,X,X,X,276,6.2
60,70,43,69,X,39,67,X,40,X,X,X,213,8.3
59,69,44,79,S1,37,70,X,37,X,X,X,276,6.5
83,S1,42,92,S1,42,68,X,42,X,X,X,233,4.1
76,S1,36,57,67,36,60,70,36,84,S1,36,259,5.7
67,X,41,81,S1,38,88,S1,39,86,S1,39,283,5.9
65,X,35,107,SO2,35,104,SO2,35,88,S1,35,249,3.9
81,S1,32,77,S1,30,82,S1,32,70,X,32,266,5.5
X,X,X,72,X,33,80,S1,36,74,X,44,283,3.7
86,S1,31,94,S1,35,79,X,33,84,S1,32,309,6.1
X,X,X,77,X,43,67,77,35,57,77,34,224,3.9
66,76,44,70,X,44,69,X,44,67,77,40,289,4.9
79,X,45,107,SO2,45,87,S1,41,89,S1,41,269,5.1
70,X,39,65,X,38,83,S1,37,64,X,38,275,5.5
94,S1,40,69,X,38,100,SO2,28,68,X,36,232,3.5
74,X,39,82,S1,36,116,SN2,35,73,X,36,299,4.8
61,71,38,60,70,38,86,S1,38,92,S1,38,300,5.8
81,S1,38,58,78,40,76,X,36,83,S1,40,309,3.9
TW50,X,26,TW50,X,26,TW50,X,35,TW50,X,26,321,2.9
116,SO2,38,45,85,41,66,86,42,72,82,29,342,3.6
118,SO2,34,90,S1,39,81,X,45,93,S1,39,314,4.3
68,88,41,74,84,42,78,88,43,94,S1,26,323,4
70,90,41,66,86,40,78,88,40,52,92,41,321,4.4
79,89,38,62,92,38,70,90,39,X,X,X,335,4
98,S1,36,74,84,37,89,X,38,56,86,45,325,5.1
60,90,39,85,X,41,62,92,40,100,S1,34,349,4.4
104,S1,36,89,X,52,58,88,39,104,S1,40,315,5.9
85,X,44,65,85,47,79,89,48,81,X,37,5,3.8
103,S1,42,95,S1,41,92,S1,35,87,S1,28,332,6.1
61,81,36,66,86,41,68,88,45,77,87,41,339,4
57,87,41,69,79,43,68,78,28,X,X,X,314,6.4
76,86,39,100,S1,42,70,90,43,80,X,45,307,5.1
84,X,42,75,85,39,64,84,38,78,88,38,317,6.6
77,87,39,88,S1,39,86,X,47,60,90,33,340,8
97,S1,38,70,90,41,72,92,39,85,X,42,326,5.9
70,90,40,80,X,37,67,87,39,79,89,41,307,6.5
84,X,47,77,87,41,120,SO2,41,81,X,40,320,5.3
77,87,43,70,90,36,55,85,24,89,S1,36,306,7.3
53,93,41,84,X,35,94,S1,36,68,88,47,315,4.9
101,S1,39,50,90,42,59,89,43,76,86,38,307,6.4
X,X,X,71,91,43,89,S1,39,79,89,40,312,6.3
98,S1,37,66,86,38,111,SO2,35,73,83,39,16,4.5
103,S1,43,50,90,42,65,85,43,86,X,44,318,5.2
92,S1,33,86,X,31,62,92,31,91,S1,30,309,6.7
96,S1,37,88,S1,38,96,S1,32,X,X,X,316,6.1
70,90,34,66,86,38,67,87,35,76,86,37,302,7
57,97,41,66,86,37,55,95,39,77,87,38,285,6.7
75,85,39,93,S1,34,86,X,44,X,X,X,336,4.9
67,87,40,88,S1,32,93,S1,32,86,X,40,295,5.5
73,83,36,97,S1,38,83,X,42,73,83,36,326,6.6
97,S1,34,81,X,38,88,S1,33,87,S1,33,305,7.7
89,X,48,98,S1,38,115,SO2,29,85,X,45,303,7.7
72,92,41,95,S1,37,74,84,38,92,S1,35,318,7.7
81,91,43,78,88,41,84,X,42,87,X,44,307,8.5
68,88,35,77,87,36,57,97,48,92,S1,38,323,7.5
49,99,38,87,S1,36,70,90,44,73,83,35,309,7.5
110,SO2,31,86,S1,33,90,S1,33,81,X,37,314,5.1
76,86,33,83,X,31,116,S02,26,81,X,33,307,7.5
102,S1,33,76,86,33,56,96,32,X,X,X,273,7.7
81,X,32,90,X,37,69,89,34,101,S1,34,326,7.9
87,X,37,59,99,39,93,S1,28,94,S1,30,304,6.2
83,X,38,75,85,39,94,X,41,X,X,X,27,7.2
102,S1,41,100,S1,40,116,S1,40,83,X,41,26,6.6
77,87,39,68,88,38,92,X,45,84,X,34,330,6.9
X,X,X,61,91,47,82,X,46,68,88,48,350,7.6
95,S1,45,76,86,43,84,X,41,X,X,X,330,7.6
85,X,38,100,S1,31,66,86,32,89,X,39,357,6.6
75,85,42,97,S1,32,95,S1,42,98,S1,32,321,7.2
73,83,25,105,S1,40,88,X,36,99,S1,36,306,6.6
87,X,41,102,S1,42,71,91,43,63,83,38,300,7.3
90,X,46,96,S1,38,89,X,44,X,X,X,306,6.2
72,92,36,65,85,27,X,X,X,X,X,X,327,5
66,86,38,66,86,37,64,84,36,67,87,36,339,6
92,S1,41,80,X,42,75,85,42,89,X,43,322,5.5
91,X,46,65,85,39,56,86,35,75,85,32,18,7
106,S1,43,95,S1,32,78,88,43,81,X,29,302,7.8
91,X,46,51,91,40,65,85,40,95,S1,40,332,7.5
120,SO2,27,82,92,37,99,S1,27,X,X,X,320,7.3
84,X,37,44,95,38,45,95,40,X,X,X,342,8.4
32,102,44,55,95,39,77,87,42,X,X,X,297,5.5
93,X,47,39,99,40,64,84,28,X,X,X,304,9.5
42,102,37,87,X,42,48,98,37,X,X,X,313,8
82,92,40,101,S1,37,87,X,44,103,S1,42,307,9.3
64,94,36,78,88,34,71,91,41,X,X,X,297,6.8
92,X,47,94,X,42,77,87,39,90,X,44,314,9
72,92,44,73,93,34,69,89,41,109,SO2,31,345,7.6
73,93,41,109,SO2,33,73,93,40,84,94,43,313,8
103,S1,31,73,93,42,98,S1,31,65,95,45,292,8.3
109,SO2,23,71,91,40,111,SO2,35,81,91,43,301,8.1
104,S1,38,95,X,49,73,93,44,76,86,42,310,8.7
X,X,X,87,X,42,72,92,37,70,90,30,307,8
91,X,48,89,X,44,81,91,41,42,92,34,301,6.9
81,91,40,66,86,42,50,90,37,113,SO2,26,320,10.4
76,86,36,89,X,40,109,SO2,33,80,90,44,339,7.4
79,89,41,54,94,36,98,S1,36,78,88,41,338,6
88,X,36,63,93,44,62,92,35,54,94,40,314,7.7
93,X,52,80,90,43,68,88,43,77,87,43,327,8.4
76,86,48,75,85,40,100,S1,43,108,SO2,31,314,7
97,S1,37,53,93,45,63,93,33,X,X,X,326,6.9
70,90,45,65,85,38,92,S1,40,84,X,39,332,8.3
84,X,45,82,X,39,58,88,39,X,X,X,314,7.3
65,85,39,89,X,39,61,91,39,58,88,39,306,7
82,X,48,51,91,43,X,X,X,X,X,X,311,8.6
55,85,41,69,89,43,56,86,37,75,85,33,340,6.3
76,86,44,33,93,40,65,85,37,75,85,42,314,8.1
92,S1,30,64,84,32,56,86,44,80,X,38,332,6.8
X,X,X,86,X,45,64,84,41,71,81,33,295,6.5
90,X,45,78,X,41,79,X,42,68,78,32,297,6.5
74,84,44,75,85,35,51,91,44,84,X,40,293,7.1
72,82,38,58,88,40,76,86,31,63,83,43,304,6.3
57,87,30,71,81,37,93,S1,29,89,X,45,301,7.5
72,82,32,42,92,38,77,87,38,66,86,38,321,9.7
90,X,40,92,X,44,100,S1,40,86,X,44,325,8
94,X,48,88,X,47,75,85,38,83,X,39,298,7.8
51,91,39,67,87,45,63,83,37,82,X,44,306,6
88,S1,30,83,X,37,95,S1,41,67,87,41,319,6
44,84,36,63,83,39,58,88,40,X,X,X,307,8.7
87,S1,28,72,82,38,91,S1,36,83,X,45,295,8
78,X,35,93,S1,42,77,X,42,76,X,36,293,7.7
104,S1,39,74,84,48,59,79,37,76,X,41,304,6.8
61,81,39,82,X,39,54,84,39,93,S1,39,314,7.4
X,X,X,80,X,45,79,X,43,71,81,41,297,7.5
82,X,48,98,S1,37,99,S1,42,X,X,X,310,7.4
102,S1,44,103,S1,44,59,79,37,94,S1,44,320,4.2
92,S1,40,55,85,44,68,78,36,72,82,42,294,5.5
72,82,41,59,79,37,56,86,45,X,X,X,269,4.1
57,87,38,60,90,39,76,86,48,57,87,41,291,4.9
62,82,43,58,78,37,50,80,41,X,X,X,296,4.9
53,83,40,68,78,40,65,85,40,80,X,47,307,5.2
89,S1,30,71,81,33,69,79,33,X,X,X,302,5.3
91,S1,32,72,82,39,91,S1,36,X,X,X,304,4.1
61,81,36,86,X,49,63,83,42,79,X,42,308,6.2
X,X,X,72,82,43,71,81,39,78,X,39,301,6
57,87,38,53,83,38,68,78,38,X,X,X,300,7
46,86,41,57,87,41,102,S1,45,93,S1,33,305,7
93,S1,34,76,86,41,79,X,36,84,X,42,305,5.9
100,S1,34,62,82,43,58,78,38,91,S1,36,300,8.5
85,X,47,95,S1,37,70,80,41,86,X,47,320,7.1
70,80,32,71,81,32,85,X,49,90,S1,38,294,6
X,X,X,104,S1,49,97,S1,41,84,X,53,297,6.4
101,SO2,30,111,SN2,24,95,S1,39,83,S1,39,304,4.6
74,84,33,76,86,42,90,S1,36,95,S1,42,322,5.6
86,S1,30,71,81,38,75,85,43,61,81,32,292,6.2
80,X,46,76,X,39,94,S1,43,X,X,X,300,4.9
95,S1,35,63,83,47,63,83,45,88,S1,42,271,6.5
54,84,37,58,78,34,76,X,37,109,SO2,29,297,8.1
96,S1,33,56,86,24,52,82,30,78,X,40,317,7.4
81,X,34,53,83,31,91,S1,31,X,X,X,313,9.7
104,S1,34,88,X,34,56,86,31,X,X,X,339,8.7
X,X,X,66,86,35,59,89,43,90,X,44,319,8.7
95,X,35,83,X,35,52,82,26,91,X,45,317,11
X,X,X,52,92,30,55,85,35,90,X,41,317,9.4
X,X,X,68,88,37,80,X,29,51,91,47,300,9.2
X,X,X,43,83,33,78,88,42,86,X,46,311,8.7
83,X,33,90,X,45,102,S1,39,80,X,37,307,9.5
83,X,43,74,84,34,70,80,36,65,85,36,291,8.1
95,S1,35,97,S1,36,76,86,35,78,88,36,317,8.6
97,S1,32,107,S1,38,63,83,34,81,X,33,314,7.9
78,88,38,67,87,32,84,X,38,X,X,X,297,8.1
89,X,42,99,S1,34,82,X,40,X,X,X,311,10.4
88,X,42,67,87,39,56,86,42,83,X,40,319,9
83,X,34,53,83,37,91,X,41,89,X,34,302,9.4
X,X,X,X,X,X,90,X,48,101,S1,30,316,11.5
X,X,X,88,X,41,97,S1,35,62,82,41,311,9.4
96,S1,33,60,90,44,78,88,36,106,S1,42,325,11.8
101,S1,42,72,82,32,73,83,35,99,S1,32,315,10.9
65,85,36,109,S1,41,86,X,46,X,X,X,309,10.3
