weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
X,X,X,81,S1,35,78,S1,36,65,75,37,303,3.1,
X,X,X,96,SO2,35,68,78,45,66,76,42,253,1.6,
57,67,40,90,SO2,35,88,S1,43,93,SO2,40,191,1.6,
69,X,44,89,S1,44,51,71,45,87,S1,44,201,1.3,
80,S1,41,74,X,41,85,S1,41,86,S1,37,257,0.9,
58,68,43,88,S1,43,65,X,41,108,SN2,37,200,1.2,
38,68,38,75,X,48,62,X,42,71,X,48,143,1.3,
85,S1,40,77,S1,42,70,X,38,108,SN2,36,135,1.7,
X,X,X,87,S1,40,85,S1,42,92,SO2,38,136,1.6,
X,X,X,71,X,41,107,SN2,37,76,S1,37,127,0,
100,SO2,37,78,S1,39,64,X,40,107,SN2,40,345,0.7,
82,S1,36,66,X,35,79,S1,41,75,S1,34,315,1.7,
99,SO2,37,66,X,36,82,S1,30,99,SO2,32,319,2.5,
65,X,38,64,X,38,101,SO2,36,60,X,36,316,2.6,
68,X,38,57,67,38,60,70,44,71,X,44,321,2.1,
70,X,42,94,SO2,38,101,SO2,38,67,X,41,326,2.9,
67,X,40,100,SO2,40,52,62,32,X,X,X,318,2.4,
57,67,32,59,69,41,76,S1,36,100,SO2,30,323,2.7,
100,SO2,36,61,X,38,68,X,36,79,S1,34,323,3.3,
81,S1,35,108,SN2,34,76,S1,34,84,S1,40,309,3.1,
101,SO2,30,89,S1,41,58,68,41,68,X,34,315,2.3,
78,S1,30,75,S1,32,87,S1,40,65,X,33,323,1.9,
X,X,X,94,SO2,33,73,S1,33,X,X,X,323,2.2,
TW50,X,35,TW50,X,26,TW50,X,26,TW50,X,34,343,2.4,
74,S1,31,77,S1,28,59,X,36,80,S1,32,340,2.9,
X,X,X,91,S1,39,74,S1,28,67,X,39,314,2.9,
59,X,30,85,S1,34,62,X,36,72,X,43,318,2.6,
80,S1,34,88,S1,34,67,X,38,87,S1,36,338,2.7,
85,S1,33,75,S1,32,54,64,35,71,X,37,353,2.8,
108,SO2,36,69,X,40,55,65,30,X,X,X,335,2.9,
X,X,X,83,S1,35,84,S1,38,X,X,X,307,2.5,
100,S1,40,89,S1,41,76,S1,30,96,S1,40,322,3.3,
69,X,40,42,62,31,38,68,30,83,S1,35,333,3.4,
57,67,30,58,68,25,69,X,39,95,S1,37,331,3.7,
80,S1,30,105,SO2,30,55,65,32,66,X,36,350,4.9,
85,S1,27,74,X,29,80,S1,24,82,S1,30,329,5.1,
85,S1,37,67,X,36,116,SO2,39,103,S1,40,349,5.2,
X,X,X,75,X,35,63,73,36,89,S1,38,304,5.3,
55,75,41,65,75,39,58,78,40,86,S1,39,16,4.7,
56,76,35,57,77,40,61,71,29,64,74,34,353,3,
77,X,38,62,72,32,91,S1,40,77,X,42,333,4.5,
108,SO2,27,88,S1,36,86,S1,37,74,X,34,340,6.1,
78,X,35,70,X,35,55,75,35,58,78,29,359,4.6,
73,X,35,68,78,32,93,S1,37,74,X,41,326,5.3,
49,79,34,74,X,35,88,S1,35,32,72,34,315,5.6,
60,70,25,89,S1,30,99,S1,36,59,79,31,330,6,
91,S1,37,90,S1,38,60,70,26,70,X,36,303,5.3,
84,S1,30,89,S1,30,92,S1,33,95,S1,31,320,5.6,
55,75,27,58,78,38,67,77,42,63,83,40,316,5.4,
86,S1,33,57,77,35,74,X,42,71,X,36,302,5.4,
60,70,30,52,72,36,79,X,39,62,72,34,337,6.1,
87,S1,37,86,S1,36,66,76,35,85,S1,36,345,6.9,
116,SO2,35,70,X,35,105,S1,47,103,S1,44,324,5.1,
X,X,X,84,S1,36,113,SO2,36,78,S1,32,319,5.2,
X,X,X,86,S1,38,65,75,40,92,S1,36,283,3.8,
X,X,X,87,S1,36,112,SO2,37,90,S1,34,309,3.8,
85,S1,34,64,74,35,69,X,38,73,X,36,309,4.7,
98,S1,44,65,75,38,86,S1,34,78,S1,34,20,4.4,
71,X,33,67,77,34,79,S1,35,76,S1,34,330,4.7,
63,73,32,70,X,35,80,S1,35,91,S1,35,331,4.5,
112,SO2,35,114,SO2,35,94,S1,34,90,S1,20,14,5,
76,X,33,61,71,30,65,75,34,103,S1,44,330,4.8,
52,72,33,72,X,25,64,74,33,46,76,38,321,4.7,
X,X,X,83,X,35,101,S1,43,60,80,35,330,5.4,
67,77,34,75,X,30,79,X,44,57,77,35,5,3.6,
103,S1,36,70,X,36,60,70,37,X,X,X,323,5.2,
108,S1,47,93,S1,38,83,S1,37,68,78 A,38,322,4.5,
53,73,36,84,S1,36,73,X,41,57,77,36,345,4.9,
106,SO2,34,93,S1,38,87,S1,36,97,S1,41,345,4.7,
51,71,37,102,S1,43,69,X,40,31,71,35,351,3.9,
76,X,38,103,S1,44,59,69,33,76,X,40,345,4.4,
102,S1,34,67,X,34,60,70,24,74,X,42,332,4.7,
85,S1,33,76,X,33,83,S1,33,46,76,33,329,5.6,
74,X,36,87,S1,35,76,X,36,89,S1,34,327,4.7,
94,S1,35,61,71,29,93,S1,36,68,78,29,326,6.9,
61,71,36,68,78,39,77,X,40,61,71,36,290,5.3,
97,S1,34,86,S1,36,64,74,35,60,80,39,358,6.1,
68,78,36,79,X,41,84,S1,35,84,S1,30,353,6.9,
113,SO2,30,109,SO2,28,70,X,27,X,X,X,325,6.4,
X,X,X,120,SO2,27,114,SO2,35,51,71,27,314,7.1,
71,X,30,78,X,31,61,71,33,84,S1,33,319,5.8,
93,S1,34,77,X,39,65,75,36,64,74,35,334,8.1,
75,X,36,72,X,30,100,S1,42,104,S1,40,29,4.4,
84,S1,30,X,X,X,65,75,35,83,S1,29,342,6.7,
106,S1,34,68,78,38,75,X,34,53,73,33,328,6.4,
76,X,36,99,S1,40,95,X,43,83,S1,34,326,6.1,
82,S1,27,89,S1,35,76,X,39,55,75,34,30,6.3,
84,S1,24,63,73,22,34,74,30,81,S1,26,350,7.4,
89,S1,27,91,S1,21,88,S1,30,85,S1,29,330,6.7,
66,76,33,62,72,26,62,72,33,91,S1,30,356,5.9,
76,X,40,58,78,41,90,S1,30,112,SO2,31,313,7.2,
56,76,26,98,S1,25,59,79,30,84,X,40,324,5.1,
65,75,25,70,X,33,65,75,30,64,74,27,312,5.8,
79,X,30,61,81,33,68,78,28,X,X,X,331,7.6,
66,76,24,95,S1,38,99,S1,40,103,S1,39,4,5.8,
78,X,37,102,S1,38,88,S1,30,68,78,31,321,7.7,
113,SO2,30,98,S1,35,70,80,39,78,X,40,330,8.2,
41,81,29,89,S1,30,58,78,35,70,80,26,318,6.1,
81,X,30,68,78,31,58,78,36,64,74,31,341,5.9,
93,S1,20,99,S1,39,116,SO2,37,103,S1,36,323,10.3,
71,81,33,70,80,35,74,84,36,83,X,35,347,8.1,
X,X,X,78,X,38,84,X,38,61,81,37,316,9.2,
78,X,36,71,81,35,37,77,34,70,80,36,311,8.7,
75,85,36,77,X,36,98,S1,36,64,84,32,315,8.9,
94,S1,37,66,86,37,89,X,46,91,S1,38,305,6.9,
69,79,34,101,S1,33,30,80,29,59,79,31,330,7.3,
75,X,37,95,S1,35,63,73,39,75,X,36,342,5.9,
71,81,30,42,82,34,75,X,34,68,78,34,319,5.2,
58,78,34,71,81,43,60,80,35,59,79,29,309,7.4,
85,X,46,85,X,41,77,X,41,85,X,40,295,6.7,
61,81,42,86,S1,35,59,79,40,70,80,39,302,5.4,
108,S1,43,66,86,40,55,85,38,63,83,36,314,5,
74,X,39,83,X,45,109,SO2,25,70,80,40,326,4.2,
102,S1,37,65,75,38,81,X,36,94,S1,41,319,5.1,
97,S1,38,71,81,38,70,80,38,89,S1,38,318,5.5,
97,S1,38,83,X,37,109,SO2,35,89,S1,35,315,5.4,
73,83,35,90,S1,33,72,82,38,80,X,44,321,4.6,
52,82,38,51,81,32,52,82,38,58,88,32,357,5.8,
78,X,34,70,80,36,91,S1,36,74,84,38,31,6.2,
53,83,36,76,86,36,58,88,44,56,86,31,328,6,
102,S1,37,97,S1,40,64,84,36,78,X,36,333,5.5,
76,86,31,68,88,38,74,84,43,70,80,38,319,6.8,
72,82,36,71,81,36,98,S1,43,89,S1,35,307,6,
58,88,37,65,85,37,91,S1,37,70,80,34,314,5.6,
94,S1,28,103,S1,40,76,X,36,65,85,32,311,6,
67,87,41,49,89,38,76,X,38,41,81,37,310,6.3,
74,84,40,68,78,40,80,X,40,51,81,39,323,6.3,
72,82,41,93,S1,40,89,S1,34,64,84,40,296,5.2,
X,X,X,86,S1,39,63,83,39,92,S1,39,290,5.1,
52,82,38,81,X,46,53,83,38,64,84,38,318,3.9,
77,X,43,115,SO2,42,55,85,41,83,X,50,317,5.3,
60,80,39,72,82,36,77,X,37,83,S1,36,300,6.1,
74,X,40,98,S1,37,101,S1,37,55,85,40,309,5.4,
88,S1,32,75,X,36,88,S1,34,64,84,43,310,6.9,
97,S1,35,64,84,39,76,X,39,110,SO2,34,328,6.5,
73,83,38,45,85,39,73,83,39,87,S1,38,302,6.3,
72,82,34,57,87,44,60,80,34,113,SO2,34,322,7.2,
73,83,35,58,88,37,72,82,37,96,S1,37,309,7.5,
102,S1,36,86,S1,36,81,S1,25,67,77,36,312,8,
83,S1,35,114,SO2,35,94,S1,35,77,X,40,309,7.7,
65,75,38,60,80,38,69,79,38,69,79,34,320,6.3,
121,SN2,30,73,83,45,59,79,37,63,83,33,302,7,
89,S1,32,60,80,38,85,S1,35,66,76,35,321,6.9,
49,79,38,92,S1,38,67,77,41,84,S1,35,313,6.8,
74,X,39,59,79,39,83,S1,39,103,S1,39,306,6.1,
90,S1,38,85,S1,38,74,X,43,88,S1,35,313,6.5,
89,S1,35,63,73,35,68,78,34,85,S1,34,291,5.4,
71,X,40,71,X,38,88,S1,38,67,77,40,323,5.8,
90,S1,39,78,X,45,67,77,40,92,S1,42,326,4,
X,X,X,73,X,40,62,72,38,87,S1,38,320,6.5,
106,S1,44,X,X,X,98,S1,39,65,75,36,295,6.2,
79,S1,35,87,S1,35,70,X,37,76,X,40,331,6.6,
106,S1,39,93,S1,37,72,X,39,93,S1,39,311,5.1,
106,S1,44,113,SO2,33,100,S1,42,93,S1,42,288,6,
95,S1,33,75,X,41,83,S1,32,98,S1,39,312,5.1,
X,X,X,63,73,35,100,S1,42,85,S1,36,326,4.5,
76,A,30,69,79,35,90,S1,35,X,X,X,340,3.6,
X,X,X,69,79,35,55,75,36,70,X,35,323,4.1,
89,S1,35,76,X,34,79,S1,36,54,74,40,321,5,
82,S1,36,56,76,36,90,S1,34,70,X,36,319,4,
84,S1,41,54,74,41,80,S1,37,75,X,41,310,3.8,
X,X,X,68,78,40,53,73,40,58,78,43,327,4.2,
74,X,33,112,SO2,43,51,71,40,77,X,38,329,3.8,
82,S1,34,63,73,35,64,74,40,102,S1,35,343,4.4,
52,72,42,62,72,42,69,79,43,72,X,38,297,4.6,
66,76,35,51,71,32,68,78,42,59,79,35,323,5.5,
60,80,38,71,X,37,55,75,35,72,X,32,18,5.9,
66,76,30,43,73,32,53,73,32,63,73,30,318,4.8,
X,X,X,87,S1,35,88,S1,32,93,S1,37,321,3.9,
84,S1,35,77,X,40,79,S1,32,77,X,38,314,4.9,
66,76,38,59,79,37,58,78,36,65,75,34,314,4.8,
102,SO2,37,80,S1,32,71,X,34,59,69,20,314,4.1,
107,SO2,31,106,SO2,38,104,SO2,36,71,X,31,309,4.6,
100,SO2,34,67,77,40,71,X,42,79,S1,34,316,4,
X,X,X,63,73,35,65,75,36,X,X,X,319,3.4,
X,X,X,71,X,37,86,S1,40,92,S1,36,321,3.2,
77,X,39,61,71,39,60,70,32,71,X,40,320,3.4,
82,S1,40,62,72,40,80,S1,37,66,76,38,319,3,
73,X,42,65,75,36,83,S1,37,X,X,X,324,2.6,
89,S1,40,86,S1,38,53,73,38,84,S1,36,313,3.4,
85,S1,37,62,72,26,68,78,42,119,SN2,37,317,4.4,
64,74,35,80,S1,36,89,S1,42,67,77,38,311,3.6,
69,79,39,62,72,39,59,79,39,X,X,X,312,4.5,
91,S1,36,68,78,42,76,X,34,86,S1,36,334,4.3,
57,77,35,54,74,38,56,76,40,59,79,36,309,5,
87,S1,35,65,75,36,96,S1,38,77,X,41,314,5.6,
83,S1,39,88,S1,40,91,S1,38,85,S1,37,307,5,
117,SN2,38,X,X,X,42,72,36,82,S1,34,312,4.9,
X,X,X,X,X,X,79,S1,37,81,S1,37,312,4.7,
X,X,X,77,X,43,87,S1,37,44,74,37,309,4.5,
63,73,42,81,S1,37,79,S1,37,77,X,42,319,4.4,
85,S1,36,63,73,43,81,S1,34,65,75,34,307,4.3,
X,X,X,77,X,45,84,S1,35,85,S1,38,6,3.4,
83,S1,34,66,76,38,95,S1,38,66,76,41,338,3.9,
97,S1,43,73,X,35,79,S1,36,55,75,43,308,3.8,
101,S1,42,74,X,42,89,S1,40,65,75,40,316,4.1,
52,72,31,89,S1,41,67,77,35,91,S1,41,315,4.1,
82,S1,40,77,X,48,77,X,46,63,73,36,316,4,
TW50,X,34,TW50,X,22,TW50,X,34,TW50,X,22,337,6,
69,79,41,93,S1,32,60,80,38,47,87,38,331,7,
75,X,30,61,71,28,76,X,40,91,S1,37,321,5.7,
X,X,X,95,S1,37,118,SN2,31,73,83,40,359,5.5,
X,X,X,95,S1,35,58,88,42,67,77,33,333,5.1,
89,S1,38,66,76,38,84,S1,37,104,SO2,37,314,5.7,
94,S1,38,72,82,38,70,80,40,79,X,36,300,6,
71,81,43,87,S1,30,77,X,40,113,SN2,28,308,5.9,
87,S1,35,61,81,42,66,76,35,73,X,39,347,5.8,
73,X,37,69,79,41,37,77,38,78,X,43,340,6.1,
95,S1,38,77,X,51,63,73,35,83,S1,36,302,6,
114,SN2,33,72,X,35,101,SO2,26,82,S1,34,328,5.6,
110,SN2,18,72,X,35,78,S1,32,X,X,X,316,5.6,
68,X,30,88,S1,38,38,78,38,81,S1,35,319,5.9,
99,S1,38,50,80,38,48,78,38,83,S1,35,328,6.1,
76,X,39,65,75,36,86,S1,36,81,S1,30,304,6.5,
101,SO2,34,112,SO2,39,116,SN2,27,80,S1,28,312,4.6,
71,X,35,42,72,26,79,X,35,56,76,43,308,6.6,
94,S1,38,71,X,38,62,72,35,83,S1,32,328,4.4,
74,X,40,76,X,35,56,76,40,91,S1,38,316,4.1,
X,X,X,43,73,34,39,79,34,47,77,29,310,5.8,
57,77,38,93,S1,39,69,79,40,91,S1,34,323,5.8,
91,S1,40,78,X,40,60,80,42,105,SO2,36,340,4.1,
X,X,X,82,S1,34,51,81,43,69,79,32,333,4.4,
54,74,35,74,X,42,94,S1,37,90,S1,37,347,4.8,
86,S1,36,66,76,34,109,SO2,34,65,75,36,319,4.3,
78,X,42,51,71,28,51,71,32,72,X,36,316,4.6,
86,S1,40,58,78,40,45,75,39,73,X,39,297,4,
85,S1,38,61,71,38,80,S1,40,85,S1,40,336,2.8,
X,X,X,X,X,X,86,S1,40,73,X,45,301,5.4,
73,X,39,47,77,34,40,70,30,60,70,31,323,4,
80,S1,32,63,73,36,63,73,39,83,S1,32,293,4.9,
40,70,30,40,70,30,77,X,42,65,75,34,334,5.3,
71,X,35,83,S1,35,82,S1,33,62,72,42,325,4.9,
82,S1,20,81,S1,28,61,71,33,116,SN2,28,314,5.9,
56,76,31,81,S1,28,80,S1,28,106,SO2,28,308,5.6,
X,X,X,102,SO2,28,59,79,41,84,S1,36,324,6.4,
63,73,36,61,71,30,108,SO2,28,75,X,28,11,5.3,
81,S1,36,77,X,40,93,S1,38,90,S1,38,310,6.6,
89,S1,34,84,S1,35,62,72,36,83,S1,33,300,3.8,
86,S1,36,108,SO2,25,96,S1,38,84,S1,25,325,6.3,
X,X,X,72,X,40,64,74,28,69,79,30,310,4.2,
X,X,X,80,S1,31,65,75,31,94,S1,37,323,7.7,
98,S1,42,61,71,28,46,76,35,76,X,41,303,6.2,
90,S1,34,75,X,45,84,S1,34,99,S1,45,319,5.8,
55,75,37,54,74,30,63,73,30,60,70,28,333,6.4,
79,S1,31,72,X,36,63,73,31,88,S1,36,316,6.1,
84,S1,37,82,S1,29,111,SO2,36,107,SO2,35,299,5.1,
46,76,30,44,74,30,90,S1,37,61,71,30,295,5.7,
70,X,38,93,S1,32,64,74,30,82,S1,32,349,7.4,
81,S1,30,53,73,31,38,78,32,112,SO2,33,295,5.6,
71,X,37,53,73,35,105,SO2,35,74,X,42,9,6.5,
51,71,31,75,X,38,51,71,30,X,X,X,352,5.5,
89,S1,39,102,SO2,32,56,76,31,52,72,31,316,6.7,
76,X,37,75,X,37,78,X,41,63,73,37,334,4.4,
77,X,45,83,S1,35,73,X,43,85,S1,37,10,6.5,
97,S1,39,71,X,39,66,76,34,61,71,31,312,7.3,
56,76,44,75,X,43,50,70,36,91,S1,40,353,3.9,
74,X,36,74,X,44,45,75,33,120,SN2,33,314,4.3,
53,73,36,59,79,39,63,73,34,X,X,X,321,2,
74,X,40,64,74,34,68,78,40,83,S1,34,335,6.3,
66,76,30,73,X,37,80,S1,33,60,70,34,319,7,
97,S1,37,62,72,28,89,S1,30,90,S1,37,295,5.9,
96,S1,35,69,79,34,81,S1,30,102,SO2,32,321,5.2,
X,X,X,82,S1,30,78,X,42,90,S1,37,311,5.8,
75,X,41,66,76,38,69,79,32,X,X,X,309,6.4,
68,78,36,80,S1,34,110,SO2,33,96,S1,37,359,6.5,
X,X,X,94,S1,33,84,S1,30,120,SN2,25,295,6.5,
X,X,X,84,S1,32,57,77,35,74,X,35,350,7.9,
44,74,32,55,75,37,X,X,X,X,X,X,48,7,
X,X,X,65,75,32,77,X,36,56,76,34,316,7.7,
74,X,39,80,X,42,66,76,35,71,X,38,319,7.5,
X,X,X,94,S1,35,95,S1,37,88,S1,29,15,6.9,
84,S1,28,85,S1,26,75,X,34,42,72,32,318,7.8,
X,X,X,99,S1,38,49,79,35,91,S1,32,317,6.9,
97,S1,36,76,X,32,98,S1,34,74,X,34,303,8.5,
90,S1,38,70,X,36,70,X,36,92,S1,34,329,7.9,
86,S1,37,103,S1,35,53,73,26,66,76,35,4,7,
77,X,34,73,X,36,59,79,38,60,80,38,316,6.5,
50,80,32,50,80,35,79,X,38,45,75,35,308,6.5,
114,SO2,37,72,X,37,82,S1,36,72,X,37,311,7.2,
100,S1,40,67,77,36,99,S1,37,71,X,32,318,8.3,
88,S1,38,98,S1,35,90,S1,35,59,79,37,325,5.8,
92,S1,34,43,73,36,67,77,42,69,79,36,304,5.7,
93,S1,37,56,76,35,62,72,34,60,80,37,328,4.3,
71,X,38,58,78,36,91,S1,38,100,S1,33,318,6.6,
70,X,33,60,70,37,60,70,35,64,74,34,340,6.1,
69,X,38,84,S1,36,76,X,42,X,X,X,323,5.2,
88,S1,34,47,77,37,79,X,39,75,X,37,309,7.1,
75,X,36,98,S1,33,57,77,33,78,X,35,300,7.6,
87,S1,36,80,X,39,79,X,34,75,X,36,321,6.5,
96,S1,34,65,75,34,58,78,35,72,X,37,308,6.8,
95,S1,35,32,82,35,80,X,39,93,S1,37,304,7.8,
66,76,37,85,S1,35,101,S1,39,89,S1,35,304,7.4,
73,X,37,65,75,34,89,S1,27,X,X,X,307,7,
54,74,33,62,72,35,68,78,37,87,S1,35,308,6.8,
X,X,X,74,X,38,44,74,33,42,72,30,322,6.9,
65,75,35,63,73,34,43,73,33,87,S1,35,302,8.5,
77,X,34,88,S1,33,47,77,32,70,X,32,327,9.3,
116,SO2,29,68,78,28,52,72,30,114,SO2,30,317,10,
95,S1,39,73,X,34,87,S1,28,46,76,35,312,9,
64,74,31,81,S1,30,74,X,43,83,S1,36,297,7.1,
X,X,X,65,75,26,97,S1,27,66,76,30,302,8.2,
88,S1,35,92,S1,31,36,76,39,58,78,34,293,8,
39,69,22,82,S1,26,32,72,33,53,73,25,312,7.1,
X,X,X,64,74,22,58,68,23,52,72,25,293,8.3,
83,X,45,80,X,40,72,X,35,89,S1,38,283,7.8,
68,78,34,74,X,31,82,X,23,59,79,25,304,8.3,
74,X,35,75,X,39,74,X,38,78,X,43,304,8.8,
81,X,41,85,S1,31,69,79,33,48,78,33,311,7.4,
57,77,28,78,X,34,74,X,38,65,75,33,310,8,
91,S1,33,62,72,33,109,SO2,35,82,X,41,314,7.4,
93,S1,37,51,81,41,76,X,38,54,74,30,316,8.3,
55,75,35,75,X,34,77,X,40,45,75,30,293,7.5,
X,X,X,64,74,28,70,X,37,75,85,21,316,7.8,
72,X,38,86,S1,38,44,74,37,99,S1,38,320,8.4,
X,X,X,85,S1,28,64,74,28,112,SO2,33,293,7.1,
69,X,26,99,S1,38,96,S1,30,45,75,33,311,8.5,
76,X,38,79,X,38,64,74,33,73,X,33,319,7.9,
110,SO2,35,60,70,34,74,X,30,67,77,39,306,9,
72,X,34,59,79,38,65,75,35,85,S1,28,296,8.3,
90,S1,35,85,S1,31,70,X,29,67,77,25,315,7,
73,X,35,80,X,40,62,72,31,48,78,35,304,6.9,
70,X,34,60,80,32,66,76,28,100,S1,37,335,7.4,
74,X,35,77,X,41,50,70,22,53,73,35,300,6.6,
79,X,40,64,74,33,54,74,35,69,79,35,320,6.7,
48,78,35,86,S1,38,52,72,35,65,75,30,331,6.5,
48,78,37,95,S1,39,90,S1,36,114,SO2,36,326,6.1,
X,X,X,80,X,36,78,X,33,66,76,28,289,4.3,
75,X,44,42,82,35,81,X,44,58,78,35,316,6.3,
71,X,38,74,X,38,53,73,35,82,X,35,319,7.4,
73,X,34,70,X,36,76,X,34,78,X,39,308,7,
X,X,X,86,S1,34,82,X,38,88,S1,34,299,6.9,
107,SO2,30,95,S1,35,95,S1,30,92,S1,35,303,6.3,
X,X,X,63,73,37,65,75,33,72,X,35,315,7.6,
70,X,33,77,X,34,63,73,38,64,74,36,303,7.9,
94,S1,35,59,79,37,103,S1,44,34,74,33,300,6,
72,X,36,85,S1,32,63,73,31,68,78,39,319,7.7,
92,S1,34,58,78,33,90,S1,35,100,S1,37,302,7.3,
62,72,30,75,X,40,61,71,30,72,X,30,302,5.8,
58,78,36,84,S1,34,82,S1,27,77,X,44,305,5.3,
57,77,39,50,80,36,48,78,37,83,S1,34,305,6.7,
68,78,36,67,77,35,117,SO2,32,77,X,42,311,6.9,
X,X,X,75,X,39,70,X,36,76,X,39,318,7.5,
80,X,37,102,S1,42,76,X,31,72,X,37,288,6.5,
97,S1,36,100,S1,45,79,X,41,67,77,35,324,6.5,
61,71,38,60,70,34,67,77,39,71,X,38,300,6.4,
62,72,35,68,78,34,95,S1,42,74,X,42,328,5.9,
90,S1,39,80,S1,28,76,X,39,63,73,35,298,6,
49,79,37,68,78,40,66,76,40,71,X,35,296,6.2,
65,75,37,66,76,38,58,78,41,79,X,47,300,6.1,
72,X,35,79,X,37,69,X,39,X,X,X,300,5.9,
68,X,37,71,X,39,73,X,39,X,X,X,290,6.4,
82,S1,34,85,S1,35,60,70,35,71,X,38,308,6.3,
87,S1,33,79,S1,34,88,S1,35,88,S1,33,316,5.1,
89,S1,36,70,X,34,83,S1,36,99,S1,38,307,5.5,
70,X,38,94,S1,39,74,X,41,70,X,39,298,6.3,
53,73,31,55,75,28,99,S1,36,73,X,37,315,7,
80,X,40,83,S1,34,58,78,35,96,S1,37,304,6.8,
53,73,39,77,X,40,93,S1,40,55,75,39,307,6.2,
83,S1,40,64,74,40,68,78,40,69,79,39,308,6.3,
98,S1,40,90,S1,37,37,77,35,39,79,32,305,6,
78,X,42,49,69,38,78,X,40,53,73,36,304,5.4,
X,X,X,89,S1,41,86,S1,40,52,72,42,307,5.1,
64,74,44,54,74,42,73,X,43,X,X,X,311,4.4,
X,X,X,69,79,38,63,73,41,54,74,41,315,4,
100,S1,41,75,X,40,62,72,39,54,74,41,311,3.9,
X,X,X,78,X,49,78,X,50,71,X,48,306,3.7,
X,X,X,90,S1,44,88,S1,43,61,71,39,305,3.2,
69,X,36,76,X,38,65,X,42,64,X,35,306,2.1,
X,X,X,84,S1,36,72,X,39,69,X,40,243,2.6,
58,68,37,76,S1,38,68,X,44,88,S1,44,311,2.7,
X,X,X,72,X,46,60,70,43,70,X,47,306,2.1,
61,71,41,37,67,38,73,X,45,48,68,39,311,2,
70,X,35,67,X,36,81,S1,33,61,X,41,326,2.1,
58,68,37,66,X,47,71,X,40,93,S1,38,318,3.6,
44,64,27,77,S1,36,89,S1,39,71,X,37,325,3.3,
X,X,X,91,S1,47,89,S1,38,X,X,X,302,3.1,
75,X,43,90,S1,40,46,66,37,101,SO2,33,318,3.5,
TW50,10,30,TW50,10,41,TW50,10,40,TW50,10,32,309,5.5,
96,S1,38,54,74,36,71,X,36,51,71,30,318,4.9,
X,X,X,64,74,36,32,82,34,47,77,34,319,5.5,
X,X,X,116,SO2,35,62,72,21,99,S1,45,316,5.2,
47,77,38,70,X,38,53,73,36,94,S1,46,314,5,
116,SO2,34,62,72,32,85,S1,32,54,74,31,314,6,
64,74,34,86,S1,34,72,X,40,64,74,37,309,5.7,
100,S1,25,111,S1,44,92,S1,36,62,72,25,312,6.1,
61,71,26,71,X,35,68,78,39,98,S1,37,299,5.8,
60,80,30,52,72,36,72,X,36,93,S1,25,309,5.5,
45,85,37,63,73,35,95,S1,37,68,78,36,311,6.9,
34,84,32,63,73,30,37,87,40,64,74,36,327,6.7,
82,X,44,45,85,38,59,89,44,90,S1,38,300,7.6,
80,X,48,89,S1,35,56,86,45,89,S1,38,318,7.5,
57,87,45,58,88,42,67,77,35,93,S1,39,338,6.6,
46,86,38,95,S1,38,96,S1,36,66,76,32,309,6,
68,78,36,64,74,30,88,S1,32,66,76,32,301,7.3,
63,73,45,85,S1,30,81,X,40,65,75,29,307,6.8,
76,X,36,72,X,32,60,80,36,111,S1,45,304,8.1,
57,87,40,75,X,40,87,S1,34,95,S1,36,296,9.4,
67,77,38,89,S1,39,74,X,40,65,75,29,316,6.6,
X,X,X,88,S1,36,46,86,39,70,X,36,266,7.3,
79,X,43,32,82,39,69,79,34,70,X,32,296,9.7,
104,S1,39,41,81,29,63,73,36,69,79,36,319,9.3,
X,X,X,X,X,X,68,78,37,99,S1,39,304,9,
83,X,44,93,S1,34,96,S1,30,84,X,40,307,9.5,
68,78,36,68,78,38,69,79,36,86,S1,34,288,8.6,
56,86,32,91,S1,34,95,S1,39,59,89,45,309,8.4,
X,X,X,105,S1,42,60,80,36,57,87,35,295,9.1,
X,X,X,66,76,26,70,X,32,99,S1,42,300,9.7,
X,X,X,75,X,30,53,83,23,91,S1,30,310,9.1,
89,S1,35,76,X,36,90,S1,40,102,S1,44,299,8.6,
X,X,X,95,S1,30,120,SO2,38,67,77,27,304,7.7,
57,87,38,48,88,32,38,88,32,90,S1,38,307,9.7,
68,78,35,95,X,33,93,X,42,81,X,40,294,0.5,
71,81,37,83,X,40,83,X,40,64,84,38,307,9.9,
87,X,37,69,X,37,75,X,41,102,S1,40,312,8.9,
79,X,30,97,S1,32,55,85,36,67,77,32,313,10.8,
68,X,30,66,76,25,68,X,34,77,X,40,295,9.2,
55,85,40,62,82,33,96,S1,33,X,X,X,306,9.2,
89,X,32,67,77,34,74,X,34,105,S1,37,307,8.1,
108,S1,34,58,78,32,79,X,30,87,X,31,309,10.2,
72,X,34,52,82,32,60,80,30,X,X,X,326,9.9,
57,77,22,81,X,30,57,77,30,65,75,22,314,9.9,
65,75,32,50,80,30,75,X,34,58,78,29,328,10.5,
69,X,34,54,74,32,91,X,42,58,78,30,321,11.4,
81,X,37,63,73,38,93,X,41,65,75,35,309,10.8,
X,X,X,60,80,36,93,X,43,101,S1,27,316,10.3,
62,72,23,62,72,29,63,73,34,X,X,X,307,9.6,
85,X,39,74,X,32,66,76,28,X,X,X,347,9.3,
83,X,23,80,X,37,87,X,38,X,X,X,309,9,
96,S1,28,105,S1,29,100,S1,30,X,X,X,323,9.2,
