weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
101,SO2,37,53,83,45,57,77,38,74,X,35,303,4.5,
65,75,38,80,X,40,55,75,34,94,S1,32,57,4.8,
64,84,39,78,X,40,56,86,39,70,X,40,20,3.5,
81,X,38,104,S1,35,84,X,35,70,X,36,25,8.4,
X,X,X,98,S1,36,109,SO2,34,102,SO2,31,321,5.6,
81,X,35,60,70,37,50,70,37,83,X,42,358,1.6,
X,X,X,75,X,38,96,S1,37,74,X,35,32,2.6,
94,S1,31,77,X,35,74,X,38,46,86,41,6,8.3,
77,X,32,106,SO2,32,71,X,33,70,X,34,357,8.5,
75,X,27,77,X,27,94,S1,27,74,X,30,337,5.1,
78,X,39,65,85,37,91,S1,37,83,X,38,333,2.1,
86,X,37,111,SO2,38,68,78,43,99,S1,42,334,6.8,
116,SO2,36,84,X,35,81,X,34,96,S1,POP,321,8.6,
99,S1,42,65,85,39,111,SO2,37,70,X,35,23,4.2,
86,X,35,71,X,36,87,X,37,69,79,39,323,4.9,
80,X,30,83,X,37,56,86,37,67,87,40,328,5.9,
69,79,40,98,S1,35,70,X,34,49,79,29,344,6,
71,X,24,114,SO2,25,53,25,27,93,S1,27,31,9.7,
84,X,34,70,X,27,75,X,27,75,X,31,355,5.7,
76,X,36,78,X,37,64,74,30,52,72,30,8,6.8,
69,79,32,54,74,30,63,73,23,59,79,29,345,6.3,
73,X,46,67,77,32,61,71,34,72,X,37,346,7.3,
77,X,32,76,X,32,64,74,34,94,S1,36,20,7.6,
70,X,34,104,SO2,30,67,77,35,69,79,39,309,3.3,
93,S1,37,82,X,35,48,78,41,74,X,39,319,7.6,
X,X,X,87,S1,34,54,74,35,88,S1,30,38,5.5,
83,X,34,95,S1,38,63,83,38,102,SO2,30,318,5.3,
X,X,X,55,75,33,72,X,33,80,X,43,338,4.3,
X,X,X,70,X,32,63,73,21,78,X,34,327,6.6,
68,78,30,84,X,32,84,X,36,102,SO2,30,323,6.5,
74,X,33,78,X,36,80,X,38,111,SO2,34,321,6.4,
118,SN2,37,70,X,34,71,X,37,61,71,22,20,4.1,
85,X,35,97,S1,33,112,SO2,33,114,SO2,37,334,5.7,
58,78,32,87,X,38,57,77,36,95,S1,34,328,21,
72,X,29,39,89,35,77,X,37,108,S1,40,20,6.4,
71,X,26,83,X,33,85,X,39,72,X,30,329,6.6,
80,X,39,72,X,35,81,X,40,67,X,35,340,8.4,
92,S1,34,85,X,37,97,S1,27,82,X,39,31,4.2,
71,X,33,106,S1,40,87,X,40,72,X,32,18,8.3,
86,X,39,70,X,35,73,X,35,58,78,35,309,6.1,
108,S1,40,111,SO2,25,70,X,24,88,X,40,6,8.4,
85,X,35,60,80,33,78,X,33,56,86,36,331,7.2,
61,81,37,100,S1,36,103,S1,37,81,X,40,17,9.4,
74,X,34,119,SO2,33,88,X,34,X,X,X,330,6.2,
60,80,35,55,85,31,83,X,37,81,X,37,360,10.5,
87,X,40,84,X,40,65,85,33,81,X,33,317,6.5,
85,X,35,69,79,33,65,85,30,X,X,X,336,6.6,
82,X,40,103,S1,27,X,X,X,X,X,X,15,6.5,
95,S1,33,102,S1,26,X,X,X,X,X,X,352,5.8,
71,X,34,99,S1,36,X,X,X,X,X,X,9,8.5,
101,S1,32,86,X,31,X,X,X,X,X,X,359,11.1,
101,S1,30,61,81,27,X,X,X,X,X,X,332,6.2,
73,X,40,84,X,44,80,X,38,X,X,X,16,6.4,
82,X,39,110,SO2,30,X,X,X,X,X,X,5,10.5,
76,X,39,73,X,36,70,X,36,X,X,X,356,7.9,
40,80,31,83,X,41,89,X,41,X,X,X,323,7.8,
73,X,34,81,X,39,94,S1,39,X,X,X,333,8.1,
104,SO2,26,60,80,31,100,S1,36,X,X,X,15,6.8,
83,X,32,103,S1,33,89,X,39,X,X,X,306,7.6,
100,S1,31,65,85,36,84,X,41,X,X,X,338,6.4,
82,X,34,71,82,36,57,87,37,103,S1,39,321,9.1,
69,79,31,74,X,37,70,X,37,X,X,X,333,9,
76,X,22,80,X,36,100,S1,39,59,79,26,306,8.6,
70,X,32,67,77,35,96,S1,33,60,80,28,360,6.4,
92,S1,36,63,83,38,78,X,41,81,X,42,23,7.5,
77,X,32,103,S1,34,49,79,34,87,X,36,43,7,
X,X,X,90,S1,32,59,79,33,117,SO2,34,314,9,
88,S1,21,68,78,34,71,X,30,87,S1,24,22,7.4,
103,S1,36,98,S1,29,64,84,37,97,S1,39,356,10.2,
95,S1,37,99,S1,36,84,X,38,X,X,X,352,5.2,
55,85,30,75,X,30,68,78,32,X,X,X,323,8.3,
X,X,X,93,S1,36,95,S1,30,114,SO2,27,359,8.3,
95,S1,38,62,82,40,81,X,38,83,X,42,36,6.6,
97,S1,37,87,X,43,63,83,41,50,80,34,25,6.5,
X,X,X,83,X,37,71,X,36,87,X,38,24,6.8,
X,X,X,83,X,37,82,X,38,79,X,33,21,9,
94,S1,43,63,83,37,79,X,42,75,X,40,8,5.8,
74,X,33,72,X,34,108,SO2,35,75,X,37,322,6.8,
86,X,36,82,X,38,111,SO2,37,76,X,34,29,7.8,
91,S1,34,76,X,36,68,78,36,84,X,38,322,7.4,
X,X,X,100,S1,31,70,X,33,84,X,35,318,5.9,
85,X,42,88,X,40,61,81,41,88,X,37,321,7.8,
60,80,37,95,S1,37,79,X,42,80,X,34,319,7.4,
63,83,36,68,78,27,66,86,28,74,X,29,320,8.4,
TW50,20,27,TW50,20,27,TW50,20,35,TW50,20,39,359,10.5,
85,X,19,68,78,19,84,X,35,57,87,25,354,14,
70,90,27,73,93,20,51,91,35,90,S1,30,12,11.4,
75,95,34,63,93,33,88,98,39,53,93,34,324,9.2,
76,96,41,81,91,30,85,95,36,61,91,26,12,8.6,
84,94,28,76,96,40,56,96,37,78,98,30,31,9,
X,X,X,67,97,35,69,99,31,81,91,25,328,7.6,
71,91,28,87,X,30,62,92,33,93,S1,25,347,10.3,
X,X,X,X,X,X,57,97,41,66,96,35,326,6.8,
X,X,X,74,94,37,70,90,32,109,S1,37,319,10,
94,X,40,78,98,39,103,S1,30,95,S1,32,30,11.6,
X,X,X,81,91,35,80,90,35,X,X,X,348,10.4,
X,X,X,77,97,40,83,93,37,94,X,35,338,9.5,
59,99,35,81,91,36,68,98,39,75,95,34,355,9.2,
69,99,35,97,S1,28,95,S1,33,72,92,36,359,10,
X,X,X,109,S1,40,93,S1,21,84,94,42,6,9.9,
81,91,30,79,99,40,77,97,36,70,90,36,8,11.8,
X,X,X,88,98,35,75,95,37,108,S1,28,347,8.5,
84,94,37,75,95,43,77,97,36,99,S1,31,12,11.6,
59,99,37,102,S1,30,73,93,35,48,98,35,18,7.2,
75,95,35,53,93,36,55,95,36,72,92,36,356,12.3,
72,92,34,85,95,38,66,96,40,95,S1,32,322,5,
104,S1,34,76,96,32,78,98,33,X,X,X,349,12,
74,94,36,51,91,35,50,90,40,60,90,35,352,10.3,
90,X,40,103,S1,35,86,96,40,92,X,35,341,8.1,
75,95,40,82,92,35,67,97,35,104,S1,35,319,10.3,
66,96,35,85,X,35,43,93,32,47,97,32,352,11.2,
63,93,32,88,X,32,57,97,35,85,X,32,356,12.6,
101,S1,10,93,S1,15,63,93,30,109,S1,32,342,14.8,
79,89,34,87,X,32,62,92,34,89,X,32,347,12.2,
69,89,22,69,89,22,104,S1,30,X,X,X,330,11.7,
70,90,36,65,95,36,84,X,38,79,89,35,38,10.7,
80,90,20,74,94,36,69,89,36,80,90,36,26,10.3,
96,S1,34,86,X,34,115,SO2,28,85,X,28,316,10.3,
81,91,38,79,89,30,X,X,X,X,X,X,1,12.4,
51,91,32,110,SO2,15,78,88,33,X,X,X,330,12.9,
91,X,33,85,95,37,87,X,33,77,97,37,352,16,
61,91,40,87,X,42,75,95,46,77,97,40,336,11.6,
81,91,39,55,95,38,103,S1,31,51,91,37,321,9.6,
99,S1,37,59,89,34,73,93,36,93,X,43,350,12.4,
60,90,37,71,91,31,68,88,37,94,S1,31,266,6.8,
103,S1,27,77,87,27,100,S1,20,102,S1,30,347,10.6,
70,90,36,79,89,38,62,92,32,X,X,X,351,12,
81,91,38,83,93,39,59,89,30,85,X,29,30,13,
78,88,33,94,S1,20,73,93,27,88,X,33,348,10.3,
85,X,34,67,87,28,88,X,32,79,89,25,319,13.9,
73,93,36,98,S1,30,83,93,36,81,91,30,1,14.3,
90,X,35,77,97,36,77,97,40,86,96,36,4,14.1,
109,S1,36,93,X,40,52,92,32,88,X,20,352,9.8,
56,96,39,76,96,34,87,X,34,112,S1,39,354,14.2,
X,X,X,116,SO2,33,74,94,35,108,S1,35,338,12.4,
112,S1,30,53,93,39,87,X,30,57,97,34,340,12.5,
85,X,34,56,96,DNA,69,89,35,70,90,32,355,13,
71,91,35,67,97,40,65,95,32,120,SO2,22,23,12.1,
73,93,30,124,SO2,28,99,S1,27,X,X,X,38,19.4,
X,X,X,100,S1,25,96,S1,16,91,X,30,315,12.9,
60,100,30,77,97,31,80,90,33,75,95,32,328,9.7,
80,90,36,68,98,33,73,93,38,90,X,37,6,15.5,
74,94,30,88,X,35,107,S1,33,65,105,40,20,12.8,
82,92,27,77,97,38,54,104,37,73,93,33,353,13.8,
69,99,36,74,94,33,78,98,33,94,X,34,9,11.1,
94,X,30,66,96,30,58,108,33,51,101,32,319,10,
83,93,36,57,107,33,60,100,32,87,X,30,360,10.5,
X,X,X,72,92,30,82,92,28,62,102,34,335,13.6,
76,96,33,59,99,34,101,X,38,85,95,39,20,10.4,
105,X,37,55,105,37,89,X,43,70,90,35,27,9.5,
76,96,36,67,97,30,56,106,40,81,91,35,14,12.1,
X,X,X,X,X,X,83,93,32,85,95,39,340,11.5,
101,S1,34,60,90,34,70,90,29,68,98,37,352,11.1,
92,X,32,67,97,31,83,93,40,76,96,31,340,12.3,
88,98,37,88,98,36,67,97,37,68,98,40,333,9.2,
85,95,39,86,96,40,84,94,39,75,95,37,25,7,
X,X,X,56,96,38,46,96,39,60,90,26,28,8.7,
105,S1,37,76,96,43,58,98,40,85,95,38,26,10,
99,S1,34,99,S1,32,58,98,37,75,95,33,29,10.3,
72,92,37,63,93,40,55,95,42,96,S1,35,15,10,
94,X,40,97,S1,35,58,98,39,65,95,39,316,8.4,
103,S1,37,62,92,37,69,89,37,78,98,45,30,8,
89,X,40,74,94,39,73,93,40,65,95,32,338,9.3,
55,95,38,88,X,36,85,95,40,X,X,X,321,7,
89,X,43,77,97,43,86,96,37,X,X,X,23,6.7,
82,92,34,70,90,34,78,88,28,X,X,X,337,11,
86,X,31,51,91,40,78,88,37,71,91,37,2,10.1,
64,94,35,98,S1,32,70,90,33,87,X,40,341,8.1,
70,90,32,76,86,30,87,X,35,72,92,31,349,8.9,
X,X,X,75,95,37,89,X,32,102,S1,40,7,10.9,
91,X,44,64,94,44,82,92,44,58,98,38,342,8.3,
X,X,X,89,X,38,66,96,40,95,S1,20,319,10.6,
113,SO2,38,58,98,45,81,91,38,X,X,X,41,9.1,
X,X,X,93,X,36,67,97,36,70,90,40,38,8.3,
102,S1,40,84,X,37,68,88,36,82,X,36,345,7.8,
86,X,37,50,90,35,56,86,32,70,90,36,345,8.2,
66,86,40,107,SO2,22,112,SO2,32,63,93,38,319,8.4,
97,S1,32,104,S1,35,71,91,40,79,89,35,338,8.5,
96,S1,31,91,X,38,103,S1,44,115,SO2,31,340,9.3,
96,S1,36,84,X,34,88,X,34,76,86,34,320,8.3,
84,X,35,60,90,40,72,92,36,X,X,X,334,9.2,
71,91,40,65,95,36,52,92,37,67,87,40,316,8.3,
79,89,36,X,X,X,X,X,X,X,X,X,358,8.5,
68,88,35,72,82,31,52,92,30,89,X,41,345,10.2,
X,X,X,85,X,36,84,X,36,75,85,39,8,9.5,
90,X,37,105,S1,36,64,84,31,X,X,X,13,7.9,
106,S1,39,65,85,33,68,88,33,81,X,41,345,8.8,
92,X,36,80,X,35,58,88,38,75,85,35,355,6.1,
91,X,45,54,94,37,93,X,36,88,X,35,356,9.4,
X,X,X,57,87,42,100,S1,34,84,X,33,316,7.8,
102,S1,34,81,X,34,68,88,37,X,X,X,354,8.5,
88,X,38,70,80,38,51,81,35,82,X,39,345,7.9,
81,X,37,57,87,38,88,X,36,88,X,32,6,7.1,
92,X,46,71,81,37,73,83,36,82,X,35,1,6.1,
57,87,38,107,S1,40,99,S1,38,87,X,42,327,4.4,
X,X,X,86,X,30,65,85,38,84,X,35,347,6.5,
109,SO2,25,53,83,33,80,X,35,82,X,37,345,4.5,
86,X,39,76,86,37,107,S1,36,78,88,35,340,7.3,
94,S1,34,79,89,35,68,88,38,77,87,36,4,5.5,
69,89,43,113,SO2,36,85,X,35,78,88,38,347,7.4,
70,80,30,76,86,39,100,S1,36,X,X,X,354,8,
104,S1,35,102,S1,45,84,X,35,89,X,40,25,6.3,
X,X,X,51,81,36,80,X,43,92,S1,36,328,6.1,
X,X,X,102,S1,40,82,X,36,84,X,36,326,9.6,
66,86,35,93,S1,32,68,88,33,95,S1,36,319,8,
116,SO2,30,61,81,32,81,X,33,79,X,37,356,7.9,
95,S1,35,77,87,36,75,85,34,87,X,40,330,10.7,
71,81,42,89,X,42,80,X,32,85,X,33,347,10.1,
77,X,32,104,S1,41,50,80,32,98,S1,32,331,6.6,
48,88,40,57,87,39,61,81,32,80,X,38,56,6.1,
81,X,38,79,X,38,93,S1,31,59,89,41,324,7.7,
80,X,35,60,80,40,77,X,35,62,82,30,342,5.3,
90,S1,31,83,X,40,112,SO2,31,118,SO2,31,317,7.8,
66,86,39,58,88,39,60,80,29,56,86,29,349,6.9,
77,87,32,53,83,32,61,81,32,85,X,44,330,6.8,
69,79,30,60,80,36,62,82,36,94,S1,36,341,7,
84,X,32,63,83,30,50,80,39,87,X,35,329,7.2,
88,X,45,52,82,31,106,S1,37,60,80,31,328,6.7,
74,84,39,74,84,35,66,86,39,67,87,30,11,7.8,
83,X,30,94,S1,30,81,X,39,62,82,34,346,8.5,
62,82,32,57,87,38,X,X,X,X,X,X,338,8.1,
65,85,35,93,S1,35,60,80,35,X,X,X,321,7.8,
96,S1,34,102,S1,39,50,80,35,X,X,X,359,7.2,
TW50,10,31,TW50,10,39,TW50,10,36,TW50,10,31,337,4.5,
72,X,32,87,S1,39,87,S1,32,80,X,42,356,4.9,
78,X,38,58,78,36,55,75,32,100,SO2,24,360,4.2,
87,S1,38,70,80,41,101,SO2,21,97,SO2,29,7,0.7,
X,X,X,117,SN2,27,43,83,35,98,SO2,15,322,5.4,
X,X,X,86,X,45,81,X,41,76,86,41,313,5.9,
78,88,42,94,S1,39,85,X,50,X,X,X,349,4.6,
62,72,30,55,75,30,78,X,39,X,X,X,293,4.4,
X,X,X,X,X,X,89,S1,28,79,X,42,332,5,
75,X,39,95,S1,32,92,S1,34,97,S1,30,333,4.8,
75,X,34,59,79,31,102,SO2,20,X,X,X,349,3.8,
75,X,39,53,73,24,87,X,36,85,X,32,13,5.6,
74,X,38,77,X,42,84,X,47,75,X,38,338,4.2,
104,SO2,27,96,S1,38,77,X,31,102,SO2,31,13,2.4,
86,S1,42,74,X,293,91,S1,36,85,X,49,311,3.5,
102,SO2,32,92,S1,40,58,78,32,63,73,31,1,1.1,
X,X,X,81,X,43,45,75,33,84,X,50,3,2.1,
75,X,37,57,77,44,55,75,36,69,79,37,11,2.6,
66,76,42,105,SO2,27,108,SO2,37,96,S1,42,316,2.5,
82,X,42,61,71,39,91,S1,39,93,S1,42,317,3,
X,X,X,99,SO2,28,62,72,32,81,X,42,324,2.8,
40,70,38,45,75,23,46,76,37,97,S1,38,344,3.9,
77,X,49,115,SN2,39,83,X,48,82,X,48,326,3.1,
91,S1,43,76,X,42,67,77,32,98,SO2,28,345,2.6,
82,X,38,70,X,32,54,74,38,X,X,X,340,3.7,
85,X,40,52,72,38,90,S1,40,92,S1,40,308,2.9,
X,X,X,78,X,50,75,X,47,59,79,41,312,2.8,
X,X,X,72,X,44,74,X,46,81,S1,37,296,1.2,
X,X,X,90,SO2,30,78,X,44,95,SO2,32,340,2.3,
69,X,40,69,X,39,82,S1,36,84,S1,32,309,1.2,
71,X,35,88,S1,42,56,76,42,98,SO2,30,342,1.5,
90,SO2,25,77,X,49,73,X,50,94,SO2,32,338,1,
X,X,X,99,SO2,30,89,SO2,28,102,SO2,34,310,1.1,
X,X,X,52,72,38,57,67,32,X,X,X,354,2.4,
55,75,36,73,X,40,102,SO2,25,74,X,42,348,2.1,
84,S1,38,80,S1,30,74,X,34,96,SO2,30,349,1.6,
75,X,38,89,S1,38,65,75,35,91,SO2,26,351,3.7,
105,SO2,24,58,78,40,63,73,42,114,SO2,32,3,1.8,
97,SO2,28,70,X,34,73,X,38,64,74,29,344,4.4,
75,X,32,68,X,40,66,76,40,78,X,40,13,3.3,
79,X,40,43,73,26,52,72,36,91,S1,32,330,3.3,
80,X,48,70,X,36,64,74,42,74,X,42,10,1.3,
31,81,38,51,71,34,62,72,28,68,X,34,293,4.5,
83,X,45,63,83,40,104,SO2,35,103,SO2,30,321,4.1,
97,S1,46,64,74,36,79,X,42,60,80,46,291,4.4,
62,72,35,77,X,44,62,72,36,91,S1,39,302,3.8,
88,S1,32,68,78,38,114,SN2,28,93,S1,28,294,6.6,
36,76,34,89,S1,29,40,80,34,75,X,28,308,6.7,
79,X,38,84,X,32,75,X,26,112,SN2,11,345,5.8,
X,X,X,82,X,42,51,81,36,60,80,36,353,8,
95,S1,34,70,80,22,65,75,30,89,S1,34,342,7,
74,84,36,64,84,40,42,82,42,54,84,40,342,5.9,
X,X,X,88,S1,36,102,SO2,30,109,SO2,26,316,6.6,
71,81,37,98,SO2,30,73,X,40,56,76,37,28,4.4,
82,X,32,91,S1,36,94,S1,32,76,X,36,356,5.9,
94,S1,42,103,SO2,32,108,SO2,36,73,X,40,20,5.6,
97,SO2,20,98,SO2,24,68,78,38,79,X,40,359,6,
X,X,X,54,74,38,51,71,30,62,72,28,305,6.2,
72,X,36,90,S1,40,91,S1,27,99,SO2,27,319,5.9,
74,X,38,59,79,34,88,S1,28,57,77,34,330,5.7,
103,SO2,23,102,SO2,26,88,S1,30,73,X,33,23,6.7,
X,X,X,83,X,28,83,X,30,94,S1,26,347,8.1,
60,80,38,87,X,34,90,S1,27,67,77,26,346,7.5,
93,S1,31,76,X,39,79,X,39,69,79,39,342,7.1,
88,X,46,71,81,40,61,81,45,105,SO2,39,323,6,
60,80,36,85,X,30,67,77,30,94,S1,36,308,4.5,
71,81,22,66,76,28,68,78,32,93,S1,34,326,5.8,
100,SO2,21,52,82,24,60,80,34,77,X,38,347,8,
87,X,35,100,S1,40,88,X,43,93,S1,35,354,6.2,
X,X,X,90,S1,39,62,82,33,88,X,41,34,7.9,
65,75,26,54,84,32,77,X,32,60,80,36,15,7.8,
80,X,45,53,83,42,100,SO2,26,50,80,32,316,4.5,
109,SO2,27,57,77,37,72,82,36,68,78,37,1,4.7,
81,X,32,77,X,33,87,X,46,86,X,42,8,4.7,
88,X,54,76,X,36,66,76,26,94,S1,46,344,4.7,
55,75,25,83,X,39,87,S1,38,79,X,43,23,7.3,
X,X,X,69,79,36,82,X,42,68,78,38,17,8.2,
X,X,X,91,S1,32,71,81,29,60,80,30,333,6.1,
87,S1,31,52,82,38,79,X,40,59,79,38,4,6.9,
X,X,X,63,83,34,84,X,41,80,X,39,335,7.5,
X,X,X,80,X,36,81,X,30,74,X,32,340,7.1,
82,X,37,117,SO2,29,80,X,37,95,S1,31,357,7,
79,X,37,59,79,28,68,78,37,76,X,31,23,7.6,
69,79,29,73,83,40,82,X,29,112,SO2,31,333,6.3,
X,X,X,78,X,39,53,83,39,71,81,39,338,8.8,
72,82,35,94,S1,33,57,77,30,81,X,33,326,5.8,
70,X,24,57,67,35,65,X,27,62,X,38,335,6.5,
81,X,38,85,S1,30,67,X,19,90,S1,33,350,5,
90,S1,30,63,X,32,76,X,33,94,S1,31,333,6.4,
X,X,X,80,X,34,119,SO2,30,98,S1,28,333,6.2,
86,S1,37,69,X,34,64,X,29,73,X,34,350,6.8,
75,X,32,55,75,31,97,S1,30,105,S1,35,310,5.3,
49,79,31,54,74,29,71,X,33,94,S1,34,328,6,
65,75,34,80,X,35,99,S1,34,89,S1,30,320,7.6,
X,X,X,67,77,35,66,76,30,102,S1,40,328,5.1,
X,X,X,67,77,29,100,S1,32,74,X,34,352,5,
70,X,29,68,X,33,64,74,34,88,S1,35,336,5.4,
53,73,30,55,75,35,74,X,36,100,S1,39,342,5.1,
57,67,34,74,X,36,60,70,38,67,X,34,15,4.1,
97,S1,37,81,X,40,97,S1,37,112,SO2,33,17,2.8,
49,69,31,56,66,33,69,X,37,112,SO2,33,321,3.1,
X,X,X,102,S1,41,85,S1,34,91,S1,34,340,3.4,
X,X,X,75,X,41,68,X,38,75,X,41,6,3.3,
59,69,31,88,S1,38,90,S1,41,90,S1,31,11,2.4,
X,X,X,105,SO2,37,91,S1,40,91,S1,38,307,1.7,
53,73,30,74,X,37,74,X,34,88,S1,45,276,0.9,
102,SO2,37,86,S1,38,118,SN2,38,76,X,42,203,1.8,
69,X,40,77,S1,39,79,S1,37,X,X,X,25,2,
92,S1,37,79,S1,36,69,X,35,75,S1,25,315,3.2,
83,S1,30,85,S1,39,66,X,33,82,S1,35,310,0.4,
X,X,X,72,S1,35,78,S1,38,96,SO2,33,323,2.3,
105,SO2,37,80,S1,36,65,X,35,105,SO2,31,276,1.3,
84,S1,39,68,X,36,74,S1,30,85,S1,35,330,0.4,
X,X,X,80,S1,41,98,SO2,34,92,SO2,35,249,6.5,
82,S1,36,86,S1,37,70,X,40,81,S1,35,145,3.6,
73,S1,34,78,S1,35,61,X,47,78,S1,25,148,0,
X,X,X,109,SN2,29,72,S1,27,117,S3,32,101,4.9,
83,S1,37,107,SN2,35,96,SO2,29,68,X,40,162,5.6,
65,S1,27,89,SO2,29,70,S1,33,82,SO2,24,217,3.5,
66,S1,26,69,S1,29,72,S1,35,89,SO2,30,154,6.6,
X,X,X,100,SN2,36,66,S1,33,78,SO2,34,114,7.8,
86,SN2,23,81,SN2,24,124,SN2X2 S3,26,88,SN2,22,153,14,
80,SO2,37,91,SN2,30,77,SO2,34,96,SN2,36,162,8,
89,SN2,31,94,SN2,31,76,SO2,30,94,SN2,34,155,10.1,
69,S1,41,82,SO2,36,68,S1,32,69,S1,40,160,12,
81,SO2,34,103,SN2,34,78,SO2,28,83,SO2,34,133,14,
74,SO2,30,85,SO2,32,87,SO2,36,69,S1,38,140,14.7,
113,S1 S3,37,82,SO2,35,51,X,37,74,SO2,32,103,15.2,
68,S1,32,90,SN2,30,65,S1,32,95,SN2,28,152,14.4,
X,X,X,92,SN2,25,86,SO2,32,70,S1,33,136,11.8,
78,S1,35,64,S1,40,74,S1,37,84,SO2,41,138,15.4,
43,53,39,69,S1,38,52,X,38,77,SO2,33,141,17.2,
84,SN2,29,83,SN2,27,65,S1,30,79,SO2,35,139,14,
78,SO2,18,64,S1,26,65,S1,28,68,S1,31,139,14.1,
74,SO2,32,83,SO2,34,71,SO2,21,50,X,33,103,10.7,
107,S3,28,69,S1,30,90,SN2,33,71,S1,31,122,11,
79,S1,36,60,S1,30,56,X,44,87,SO2,34,136,12,
75,S1,39,66,S1,36,60,S1,31,74,S1,40,129,11,
X,X,X,60,S1,25,102,S3,27,102,S3,35,118,12.5,
67,S1,30,65,S1,28,90,SN2,31,63,S1,33,127,11.9,
97,SN2,29,96,SN2,30,69,S1,33,81,SO2,24,128,10.2,
85,SO2,30,101,SN2,34,72,S1,35,79,SO2,17,128,11.2,
88,SO2,33,85,SO2,33,84,SO2,30,61,X,38,108,11.6,
X,X,X,X,X,X,76,S1,28,82,S1,32,122,10,
X,X,X,70,S1,25,43,X,17,97,SN2,30,115,12.3,
X,X,X,84,S1,43,60,X,38,47,57,35,151,9.9,
105,S3,38,81,SO2,36,98,SN2,36,89,SO2,35,140,14.8,
75,SO2,30,80,SO2,34,69,S1,34,X,X,X,105,10.7,
82,SO2,32,51,61,28,79,SO2,30,82,SO2,32,108,11.5,
86,SO2,30,81,SO2,31,97,SN2,32,63,X,41,124,12.5,
94,SN2,31,44,54,30,53,X,33,81,SO2,32,122,10.8,
65,S1,30,71,S1,32,60,X,34,71,S1,33,137,10.6,
66,S1,34,92,SN2,28,78,SO2,36,59,X,38,222,9,
X,X,X,86,SO2,34,98,SN2,28,95,SN2,31,179,8,
49,59,31,90,SO2,35,82,SO2,31,49,59,29,131,5.6,
89,SO2,36,60,X,46,58,X,42,81,SO2,30,113,6.1,
99,SN2,29,101,SN2,28,102,SN2,29,90,SO2,37,195,4.8,
115,S3,35,107,SN2,8,90,SO2,28,94,SO2,34,144,4.6,
56,X,33,86,SO2,33,56,X,39,97,SO2,40,137,8,
78,S1,34,94,SO2,34,59,X,36,94,SO2,33,124,6.6,
72,S1,32,38,58,36,49,59,37,82,S1,45,134,6.9,
96,SO2,39,87,SO2,30,104,SN2,33,120,S1 S3,33,115,7.5,
109,SN2,33,36,56,20,51,X,29,52,X,20,120,8,
103,SN2,37,63,X,47,103,SN2,37,63,X,43,135,12,
77,S1,37,82,S1,36,102,SN2,30,99,SN2,28,118,6.9,
X,X,X,52,62,33,80,S1,33,68,S1,33,107,9.8,
107,SN2,37,67,S1,32,73,S1,30,53,63,37,130,9.8,
X,X,X,80,S1,40,73,S1,39,89,SO2,36,125,8.9,
X,X,X,X,X,X,82,S1,33,97,SN2,31,106,4.7,
X,X,X,89,SO2,34,100,SN2,29,82,S1,36,135,5.6,
103,SN2,34,120,S1 S3,42,49,59,34,70,S1,34,101,6.5,
100,SN2,35,75,S1,41,66,S1,35,67,S1,35,126,6.1,
68,S1,35,99,SN2,35,72,S1,35,86,SO2,35,129,10,
93,SO2,37,65,S1,30,55,X,31,82,SO2,30,134,13,
78,S1,39,56,X,42,80,SO2,39,111,S3,34,131,9.8,
X,X,X,90,SO2,34,84,SO2,28,103,SN2,27,139,8.6,
X,X,X,X,X,X,104,SN2,33,105,SN2,28,122,7.4,
X,X,X,X,X,X,87,SO2,30,97,SO2,41,122,4.4,
TW50,X,47,TW50,X,47,TW50,X,50,TW50,X,50,162,10,
64,S1,45,90,SN2,42,69,S1,49,78,SO2,42,146,10.9,
89,S3,36,97,S3,38,89,S3,35,92,S3,38,119,12.3,
69,SO2,34,68,SO2,34,95,S3,35,59,SO2,38,174,8.2,
83,S3,28,68,SO2,30,71,SO2,28,67,SO2,28,132,4.6,
X,X,X,71,SO2,38,64,SO2,35,90,S3,35,83,7.9,
64,S1,39,70,SO2,32,85,SN2,34,81,SO2,36,188,10.1,
X,X,X,66,S1,45,66,S1,42,65,S1,42,127,7.3,
79,SO2,37,61,S1,38,76,SO2,38,72,SO2,38,131,10.3,
61,S1,35,74,SO2,35,60,S1,32,X,X,X,152,6.7,
68,SO2,25,62,S1,30,74,SO2,30,62,S1,34,120,6.6,
68,S1,35,65,S1,37,93,S3,28,94,S3,28,127,7.8,
85,SN2,30,67,S1,34,X,X,X,X,X,X,155,9.6,
74,SO2,30,101,S3,38,79,SO2,30,70,SO2,30,160,9.1,
68,S1,35,38,58,36,68,S1,36,89,SN2,42,140,11,
69,S1,39,90,S3,35,76,SO2,35,85,SN2,30,131,7.7,
74,SO2,39,37,57,47,34,54,40,57,X,40,116,9.3,
X,X,X,X,X,X,X,X,X,88,SN2,37,157,10.4,
86,SN2,35,88,SN2,41,91,S3,41,85,SN2,35,195,5.6,
85,SN2,35,106,S1 S3,46,90,S3,35,72,SO2,34,146,9.5,
80,SN2,38,68,S1,45,77,SO2,42,92,S3,40,205,9.8,
44,54,42,109,SO2 S3,50,64,S1,42,69,SO2,39,191,9,
X,X,X,67,SO2,38,37,57,44,52,X,40,89,7.3,
